word	length	syllables	senses	synonyms	hyponyms	hypernyms	subtitles	simple	subtlex
regarding	9	3	3	7	21	3	-15.9	-15.3	-15.6
regardless	10	3	2	5	0	0	-16.8	-15.8	-16.3
regards	7	2	10	15	24	10	-16.1	-17.5	-16.4
regency	7	3	3	1	0	2	-19.7	-17.9	-19.4
regeneration	12	5	4	2	2	4	-20.1	-17.3	-19.3
regent	6	2	3	1	0	2	-18.9	-15.7	-18
regents	7	2	2	2	0	2	-21	-19	-20.7
reggae	6	2	1	0	0	1	-18.7	-16.3	-18.8
regime	6	2	2	3	16	2	-18.2	-15.1	-17.5
regiment	8	3	4	0	0	4	-17.2	-15.7	-16.4
regimes	7	2	2	4	16	2	-21.7	-18	-20.6
regina	6	3	1	1	0	0	-16.4	-17.7	-18
region	6	2	5	4	73	4	-16.3	-9.4	-16.4
regional	8	3	2	0	0	0	-17	-13.7	-17.1
regions	7	2	5	5	73	4	-18.5	-12.9	-18.1
register	8	3	17	7	23	16	-15.4	-15.4	-15.2
registered	10	3	13	6	10	9	-15.8	-15	-15.4
registering	11	4	10	6	10	9	-19.3	-19.4	-18.8
registers	9	3	17	8	23	16	-19.8	-17.3	-19.2
registrar	9	3	3	2	1	3	-18.9	-19.2	-19.6
registration	12	4	5	4	6	5	-16.5	-16.6	-16
registrations	13	4	5	5	6	5	-21.8	-20.6	-20.7
registry	8	3	1	1	4	1	-18.2	-17.4	-18.3
regression	10	3	4	10	2	4	-20.2	-18.4	-19.3
regret	6	2	5	4	3	5	-13.9	-17.9	-13.9
regs	4	1	0	0	0	0	-21.3	-22.2	-24.4
regular	7	3	17	6	0	4	-14	-12.8	-13.6
regularly	9	4	3	1	0	0	-17.1	-14.4	-16.9
regulate	8	3	4	10	12	4	-19.8	-16.7	-19.1
regulated	9	4	5	11	12	4	-20.3	-17	-20.2
regulating	10	4	5	12	17	5	-22.1	-18.6	-21.2
regulation	10	4	7	5	13	5	-17.6	-16.3	-17.4
regulations	11	4	6	6	13	5	-16.4	-15.7	-16
regulator	9	4	3	1	12	2	-19.5	-19	-19
regulators	10	4	3	2	12	2	-21.6	-19.6	-20.9
regulatory	10	5	1	1	0	0	-21.1	-17.7	-20.6
rehab	5	2	0	0	0	0	-16.3	-19.9	-16
rehabilitation	14	6	4	2	5	3	-18.4	-17.8	-18
reid	4	1	1	2	0	0	-17.7	-17.3	-24.4
reign	5	1	5	5	5	4	-17	-13.4	-17.1
reiki	5	2	0	0	0	0	-21.7	-22.2	-24.4
reilly	6	2	0	0	0	0	-17.9	-19.4	-24.4
reimbursement	13	4	1	0	3	1	-21.3	-22.2	-21.6
reinforce	9	3	2	2	4	2	-19.5	-18.6	-18.8
reinforced	10	3	4	5	4	2	-19.2	-16.8	-18.5
reject	6	2	8	16	12	4	-16.5	-16	-16.6
rejected	8	3	8	18	12	3	-15.9	-14.9	-16
rejection	9	3	4	0	14	4	-17.1	-17.4	-17
rejects	7	2	8	17	12	4	-18.4	-16.9	-18.1
relate	6	2	5	15	21	4	-16.8	-16.5	-16.4
related	7	3	7	17	21	4	-15.2	-12	-15
relates	7	2	5	16	21	4	-19.7	-16.8	-19.3
relating	8	3	5	16	21	4	-19	-16.4	-18.5
relation	8	3	6	14	47	6	-16.5	-15.2	-16.7
relational	10	4	1	0	0	0	-22.9	-18.2	-22
relations	9	3	7	16	47	7	-15.9	-14.2	-15.4
relationship	12	4	4	3	22	2	-12.6	-13.1	-12.6
relationships	13	4	4	4	22	2	-15	-14.5	-15.1
relative	8	3	4	6	16	2	-15.6	-13.9	-15.7
relatively	10	4	1	1	0	0	-17.5	-13.9	-17
relatives	9	3	2	5	16	2	-15.3	-14.6	-15.4
relax	5	2	8	13	4	8	-12.3	-17.4	-12.1
relaxation	10	4	7	10	7	7	-17.9	-18.2	-18
relaxed	7	2	9	14	4	8	-15.8	-17.1	-15.9
relaxing	8	3	9	16	4	8	-16.5	-17.9	-16.8
relay	5	2	7	2	1	7	-17.6	-16.3	-17.1
release	7	2	22	45	52	17	-13.9	-12.3	-13.5
released	8	2	10	23	33	6	-15.1	-10.2	-14.6
releases	8	3	22	46	52	17	-18.2	-14.6	-17.9
releasing	9	3	11	24	33	6	-17.6	-15.6	-17.2
relevance	9	3	1	1	4	1	-19	-18.5	-18
relevant	8	3	1	0	0	0	-16.8	-15.8	-16.2
reliability	11	6	1	3	3	1	-20.6	-17.5	-20.4
reliable	8	4	3	4	0	0	-16.3	-15.2	-16.1
reliance	8	3	2	1	0	2	-21.1	-18.6	-20.6
relied	6	2	1	4	3	1	-19.6	-17.1	-18.8
relief	6	2	11	22	17	11	-15	-15.2	-14.8
relies	6	2	1	4	3	1	-19.6	-16.7	-19.6
relieve	7	2	11	17	10	10	-16.9	-17.1	-16.2
relieved	8	2	13	26	10	10	-15.8	-18.5	-15.3
religion	8	3	2	3	38	3	-15.3	-12.3	-14.9
religions	9	3	2	4	38	3	-18.5	-13.6	-18.8
religious	9	3	5	1	9	1	-15.5	-12.2	-14.9
reload	6	2	2	1	0	2	-18.6	-19.2	-18.2
relocation	10	4	2	2	2	2	-19.7	-19.6	-19.1
reluctant	9	3	3	2	0	0	-18	-17.4	-17.4
rely	4	2	1	3	3	1	-15.8	-16	-15.9
relying	7	3	1	4	3	1	-18.3	-18.3	-18.3
remain	6	2	4	5	10	1	-13.8	-13.7	-13.6
remainder	9	3	5	9	3	4	-18.9	-15.7	-18.1
remained	8	2	4	6	10	1	-16.6	-13	-16.6
remaining	9	3	5	11	10	1	-16.1	-13.7	-15.9
remains	7	2	6	10	13	3	-14.8	-12.8	-14.6
remark	6	2	4	7	16	4	-17	-17.5	-16.6
remarkable	10	4	2	2	0	0	-15.6	-15.8	-15
remarkably	10	4	2	5	0	0	-18.2	-17.5	-17.7
remarked	8	2	2	7	4	2	-20.4	-17.4	-20.2
remarks	7	2	4	8	16	4	-17.3	-16.7	-16.7
remedial	8	4	2	5	0	0	-20.2	-21.2	-20
remediation	11	5	1	2	1	1	-26.4	-21.2	-24.4
remedies	8	3	4	11	11	4	-19.5	-18.6	-19.6
remedy	6	3	4	10	11	4	-17.1	-18.6	-17.5
remember	8	3	8	10	9	3	-9.9	-14	-9.6
remembered	10	3	8	11	9	3	-14.4	-14.3	-14.2
remembering	11	4	9	12	17	4	-16.5	-17.4	-16.2
remembers	9	3	8	11	9	3	-16.1	-16.9	-15.7
remind	6	2	2	2	3	1	-13.7	-17	-13.5
reminded	8	3	2	3	3	1	-15.8	-17.4	-15.6
reminder	8	3	3	2	5	3	-16.8	-18.7	-16.8
reminds	7	2	2	3	3	1	-14.5	-17.4	-14.5
remix	5	3	0	0	0	0	-19.9	-16	-20.4
remodeling	10	4	2	5	0	2	-19	-22.2	-19.4
remote	6	2	6	5	0	1	-15.1	-14.8	-14.9
remotely	8	3	2	0	0	0	-17.6	-18.6	-17
removable	9	4	2	1	0	0	-21.3	-18.5	-21.8
removal	7	3	2	1	18	2	-17.9	-15.7	-17.7
remove	6	2	9	15	156	4	-14.2	-13.8	-14.3
removed	7	2	10	18	156	3	-15.2	-13.1	-14.8
remover	7	3	2	0	0	2	-19.1	-21.2	-19.3
removes	7	2	9	16	156	4	-19	-16.5	-18.6
removing	8	3	8	16	156	3	-17.3	-15.4	-17
remuneration	12	5	2	4	11	2	-20.6	-20.2	-20.9
renaissance	11	3	2	3	0	1	-17.7	-13.8	-17.6
renal	5	2	1	1	0	0	-20.2	-17.3	-18
rename	6	2	2	0	0	2	-19.9	-18	-20.9
renamed	7	2	2	1	0	2	-20.2	-13.5	-21
renault	7	2	0	0	0	0	-19	-14.7	-24.4
render	6	2	14	20	109	13	-18.1	-17.7	-17.7
rendered	8	2	13	21	109	12	-18.2	-17	-17.4
rendering	9	3	20	27	117	19	-18.9	-17.2	-18.6
rene	4	2	0	0	0	0	-15	-19.4	-24.4
renee	5	2	0	0	0	0	-16.7	-18.1	-24.4
renew	5	2	2	2	10	2	-17.8	-18.3	-17.6
renewable	9	4	2	0	0	0	-21	-15.9	-21.4
renewal	7	3	3	5	3	3	-18.9	-18.4	-18.8
renewed	7	2	3	3	10	2	-18.4	-16.1	-18.1
reno	4	2	1	1	0	0	-16.9	-17.9	-16.4
renovated	9	4	3	12	1	2	-19.5	-17.9	-19.8
renovation	10	4	2	4	1	2	-18.6	-18.5	-18.9
renowned	8	2	1	7	0	0	-18	-16.2	-18.3
rent	4	1	9	14	4	8	-13.5	-16.2	-13.6
rental	6	2	4	3	2	2	-16.8	-18.1	-16.4
rentals	7	2	2	4	2	2	-19.6	-19.9	-19.4
rented	6	2	4	7	1	3	-15.7	-17	-15.5
renting	7	2	5	8	1	4	-17.3	-18.3	-17
rents	5	1	8	12	4	7	-18.4	-18.6	-18.3
rep	3	1	2	1	0	2	-17.1	-18.9	-16.3
repair	6	2	8	30	20	8	-15.5	-15.7	-15.6
repaired	8	2	5	24	12	5	-17	-16.4	-17.2
repairs	7	2	8	31	20	8	-17	-16.6	-16.9
repay	5	2	4	10	3	4	-15.9	-19.4	-16.3
repayment	9	3	2	2	1	2	-20.7	-19.4	-20.8
repeal	6	2	2	10	5	2	-21.9	-19.2	-21.4
repealed	8	2	1	9	1	1	-21.5	-18.9	-21.2
repeat	6	2	7	16	21	7	-14	-15.9	-13.7
repeated	8	3	7	18	17	6	-17.5	-14.8	-17.2
repeatedly	10	4	1	0	0	0	-17.3	-16.3	-17.5
repeating	9	3	7	17	25	7	-16.5	-16.3	-16.3
repeats	7	2	7	17	21	7	-18.3	-16.8	-18.1
repec	5	3	0	0	0	0	-26.4	-22.2	-24.4
repetition	10	4	3	2	22	3	-19.4	-18.6	-19.2
repetitive	10	4	2	2	0	0	-19.6	-17.9	-19.5
replace	7	2	4	8	13	4	-14.9	-13.8	-15
replaced	8	2	4	9	13	4	-15.7	-12.2	-15.7
replacement	11	3	6	12	7	6	-16.2	-14.9	-16.1
replaces	8	3	4	9	13	4	-19.8	-16.9	-19.8
replacing	9	3	5	10	17	5	-17.4	-15.2	-17.3
replica	7	3	1	2	1	1	-18	-17.8	-18.6
replication	11	4	7	11	5	7	-21.5	-16.9	-20.9
replied	7	2	1	3	6	1	-18	-16.2	-18.5
replies	7	2	3	4	13	3	-19.1	-17.3	-19.6
reply	5	2	3	3	13	3	-16.2	-16.5	-16.4
report	6	2	13	13	25	10	-12.6	-13.5	-11.9
reported	8	3	7	4	3	3	-15.6	-12.9	-14.8
reportedly	10	4	1	0	0	0	-20.3	-16.5	-19.4
reporter	8	3	1	2	2	1	-14.9	-15.7	-14.3
reporters	9	3	1	3	2	1	-16.2	-16.7	-15.6
reporting	9	3	7	6	3	4	-15.8	-16.1	-15.2
reports	7	2	13	14	25	10	-15.1	-14	-14
repository	10	5	3	5	10	3	-20.6	-18	-20.7
represent	9	3	15	18	42	11	-15.3	-13.9	-14.8
representation	14	5	10	7	52	9	-18.1	-15.3	-17.4
representations	15	5	10	8	52	9	-20.9	-17.9	-20.8
representative	14	5	7	8	24	4	-16.5	-14.5	-16.3
representatives	15	5	4	9	24	4	-17.9	-14	-17.6
represented	11	4	16	21	42	11	-17.5	-13.8	-16.6
representing	12	4	15	19	42	11	-16.9	-14.9	-16.5
represents	10	3	15	19	42	11	-16.3	-14	-16.1
reprint	7	2	3	4	0	3	-21.7	-19	-21.6
reprinted	9	3	1	2	0	1	-23.2	-18.1	-21.8
reprints	8	2	3	5	0	3	-23.4	-20.2	-24.4
reproduce	9	3	4	3	15	4	-18.4	-15.3	-18.1
reproduced	10	3	4	4	15	4	-20.6	-18	-20.3
reproduction	12	4	5	6	7	5	-18.5	-14.8	-18.1
reproductive	12	4	1	2	0	0	-18.9	-15.8	-18.6
republic	8	3	2	2	2	1	-15.8	-11.3	-16.2
republican	10	4	5	2	0	2	-17.2	-13.7	-16.7
republicans	11	4	3	3	0	2	-18.4	-15.7	-18.4
reputable	9	4	1	0	0	0	-19.5	-19.9	-18.9
reputation	10	4	3	2	5	3	-14.7	-14.7	-14.4
request	7	2	5	6	42	5	-14.4	-14.1	-14
requested	9	3	4	4	28	3	-16.1	-16.1	-15.6
requesting	10	3	3	4	28	3	-17.6	-17.7	-16.6
requests	8	2	5	7	42	5	-16.7	-15.3	-16.3
require	7	3	4	11	11	3	-15.6	-14.3	-15.3
required	8	3	6	17	11	3	-15.5	-13.3	-15.3
requirement	11	3	3	6	6	2	-18.2	-17	-18.2
requirements	12	3	3	7	6	2	-17.9	-15.4	-17.8
requires	8	3	4	12	11	3	-15.9	-14.5	-15.4
requiring	9	4	4	12	11	3	-19.5	-16.4	-18.6
requisite	9	3	2	7	3	1	-20.8	-22.2	-20.1
resale	6	2	1	0	0	1	-20.7	-21.2	-20.8
rescue	6	2	3	4	9	3	-14.1	-14.6	-14
research	8	2	4	4	18	3	-13.9	-12.2	-13.6
researched	10	2	2	3	6	1	-19	-17.1	-19
researcher	10	3	1	2	4	1	-18.7	-16.9	-19.1
researchers	11	3	1	3	4	1	-19.1	-15	-18.5
researching	11	3	2	3	6	1	-18.1	-18.1	-18.2
reseller	8	3	0	0	0	0	-24.8	-22.2	-24.4
resellers	9	3	0	0	0	0	-25.4	-22.2	-24.4
resemble	8	3	1	0	6	1	-17.9	-16.2	-17.9
reservation	11	4	7	5	5	7	-15.7	-18.1	-15.3
reservations	12	4	7	6	5	7	-16.4	-19.2	-16
reserve	7	2	11	15	12	10	-16.3	-14.5	-15.9
reserveamerica	14	3	0	0	0	0	-26.4	-22.2	-24.4
reserved	8	2	6	7	3	3	-16.3	-15.7	-16.4
reserves	8	2	12	17	14	11	-18.2	-16.2	-18
reservoir	9	3	4	3	3	4	-18.3	-15.9	-17.8
reset	5	2	4	1	0	4	-17.4	-17.9	-17
resets	6	2	4	2	0	4	-21.7	-20.2	-21.2
reside	6	2	3	7	5	2	-18.9	-17.6	-18.6
residence	9	3	4	7	13	3	-16.1	-15.1	-15.7
residency	9	4	2	2	2	2	-18.8	-19.4	-17.7
resident	8	3	4	5	14	2	-16.8	-15.6	-15.8
residential	11	4	2	0	0	0	-18.5	-16.3	-17.9
residents	9	3	2	5	14	2	-17	-14.6	-16.3
resides	7	2	3	8	5	2	-18.9	-17.2	-19.1
residing	8	3	3	8	5	2	-20.4	-18.1	-20.5
residual	8	4	3	6	1	2	-19.3	-18.5	-18.4
residue	7	3	2	5	5	2	-18.2	-18.6	-17.2
residues	8	3	2	6	5	2	-22.9	-20.6	-21.4
resignation	11	4	3	1	4	3	-16.9	-16.4	-16.8
resigned	8	2	4	12	7	4	-17.3	-14.3	-17.2
resin	5	2	1	1	3	1	-20.1	-17.3	-19.5
resist	6	2	6	13	11	5	-15	-16.5	-15
resistance	10	3	11	9	22	11	-15.5	-14.2	-15.6
resistant	9	3	5	5	0	0	-18.9	-15.6	-18.8
resolution	10	4	11	14	14	10	-17.5	-14.9	-17.1
resolutions	11	4	11	15	14	10	-20	-17.1	-20
resolve	7	2	9	14	17	9	-16.8	-16.7	-16.4
resolved	8	2	9	12	6	7	-17.1	-16.2	-16.9
resolving	9	3	8	11	8	8	-20.5	-18	-20.3
resonance	9	3	5	7	2	4	-19.9	-17.5	-19.3
resort	6	2	6	10	5	6	-16	-14.8	-15.9
resorts	7	2	6	11	5	6	-19.8	-16.3	-19.6
resource	8	2	3	2	10	3	-19	-15.8	-18
resources	9	3	3	3	10	3	-16.3	-13.8	-15.5
respect	7	2	9	12	10	9	-12.6	-14.2	-12.5
respected	9	3	3	10	5	2	-16.1	-15.3	-16
respecting	10	3	2	9	5	2	-18.6	-19.9	-18.6
respective	10	3	1	2	0	0	-19.1	-15.8	-19
respectively	12	4	1	1	0	0	-20.7	-14.5	-20.5
respects	8	2	10	13	10	10	-16.1	-17.1	-16
respiratory	11	5	1	0	0	0	-18.9	-16.7	-17.2
respond	7	2	3	3	23	3	-15.5	-15.8	-14.9
responded	9	3	3	4	23	3	-17.9	-16.3	-17.3
respondent	10	3	3	3	4	2	-22	-20.6	-21.6
respondents	11	3	2	3	4	2	-22.6	-20.2	-24.4
responding	10	3	3	4	23	3	-17.2	-18	-16.4
responds	8	2	3	4	23	3	-18.6	-17.7	-18.4
response	8	2	7	4	22	7	-15.6	-13.9	-14.7
responses	9	3	7	5	22	7	-18.8	-17.3	-18
responsibilities	16	6	3	5	18	3	-16.3	-16.7	-16
responsibility	14	6	3	4	18	3	-13.9	-15.1	-13.5
responsible	11	4	3	2	0	0	-13.6	-13.2	-13.2
responsive	10	3	3	2	0	0	-19.9	-19.9	-19
rest	4	1	18	25	25	14	-11.3	-12.1	-11
restart	7	2	2	2	0	2	-18.9	-18.3	-19.5
restaurant	10	3	1	3	15	1	-13.1	-14.5	-13.2
restaurants	11	3	1	4	15	1	-16.2	-14.6	-15.9
resting	7	2	11	12	12	7	-16.1	-15.7	-15.9
restoration	11	4	7	6	7	5	-18.8	-15.5	-18.8
restore	7	2	5	13	19	4	-16.6	-15.5	-16.4
restored	8	2	5	14	19	4	-17.1	-15	-16.6
restoring	9	3	5	14	19	4	-18.8	-17.4	-18.7
restraint	9	2	6	5	34	6	-18.3	-19.2	-17.3
restrict	8	2	4	10	18	3	-20	-17.8	-19.6
restricted	10	3	7	12	18	3	-17.5	-15.4	-16.7
restriction	11	3	3	2	12	3	-19.9	-17.8	-19.7
restrictions	12	3	3	3	12	3	-18.7	-15.8	-18.2
restrictive	11	3	2	0	0	0	-21.6	-19.2	-20.6
restructuring	13	4	1	2	0	1	-20.2	-20.2	-20.2
rests	5	1	18	26	25	14	-17.4	-17	-17.2
result	6	2	7	17	39	7	-14.8	-12	-14.4
resulted	8	3	3	4	5	3	-18.6	-14.2	-18.5
resulting	9	3	3	4	5	3	-18.6	-14.3	-18
results	7	2	7	18	39	7	-14.4	-13.3	-14.2
resume	6	2	6	10	4	5	-16.3	-18.2	-16.2
resumed	7	2	4	7	4	4	-19.6	-17.2	-20.1
resumes	7	2	6	11	4	5	-17.2	-22.2	-18.5
resurrection	12	4	2	3	0	1	-18.2	-15.5	-16.9
retail	6	2	4	0	0	3	-17.6	-15.9	-17.5
retailer	8	3	1	1	2	2	-21.2	-18.4	-23.4
retailers	9	3	1	2	2	2	-21.1	-18.2	-20.8
retailing	9	3	3	1	0	3	-22.9	-22.2	-22.4
retain	6	2	4	6	1	4	-17.9	-16.1	-17.4
retained	8	2	5	8	1	4	-19.1	-15.9	-18.4
retaining	9	3	4	7	1	4	-19.8	-17.7	-19.3
retains	7	2	4	7	1	4	-20.8	-17.1	-20.2
retention	9	3	3	5	4	3	-20.3	-18.4	-20.6
retire	6	2	11	19	10	9	-15.7	-16.1	-15.4
retired	7	2	12	20	10	9	-15.4	-12.5	-15.1
retirement	10	4	3	1	2	3	-15.7	-15.2	-15.6
retreat	7	2	11	15	11	7	-15.9	-16	-15.4
retrieval	9	3	3	1	6	3	-20	-20.2	-18.5
retrieve	8	2	4	9	4	2	-17	-17.5	-16.7
retrieved	9	2	4	10	4	2	-19.5	-18	-19
retrieving	10	3	4	10	4	2	-20.4	-20.6	-19.8
retro	5	2	2	2	0	1	-18.4	-18.3	-18.1
return	6	2	29	45	51	29	-12.2	-12.5	-12.2
returned	8	2	16	25	20	16	-14.1	-12.2	-14.1
returning	9	3	18	27	20	16	-15.2	-14.7	-15.2
returns	7	2	29	46	51	29	-15.5	-14.3	-15.6
reunion	7	3	2	1	1	2	-15.6	-16.5	-15.6
reuse	5	2	1	2	2	1	-20.4	-17.5	-21.8
reuters	7	2	0	0	0	0	-21.2	-18.5	-24.4
rev	3	1	2	3	0	2	-17.9	-16.7	-16.7
reveal	6	2	3	12	15	3	-15.5	-16.2	-15.5
revealed	8	2	3	13	15	3	-16.4	-14.3	-16.1
revealing	9	3	6	17	24	4	-17.5	-17	-17.3
reveals	7	2	3	13	15	3	-18.1	-16.5	-17.7
revelation	10	4	4	7	9	3	-17.8	-16.5	-17.2
revenge	7	2	2	3	3	2	-14.2	-15	-14.4
revenue	7	3	2	5	3	2	-17.5	-15.9	-17.4
revenues	8	3	2	6	3	2	-20.2	-18.1	-19.8
reverend	8	3	3	4	20	2	-15	-16.5	-14.5
reversal	8	3	8	14	6	8	-18.9	-18.6	-18.5
reverse	7	2	14	28	18	11	-15.3	-15.3	-15.2
reversed	8	2	7	18	13	5	-17.7	-16.9	-17.3
review	6	2	15	22	13	14	-15.2	-14.2	-14.8
reviewed	8	2	5	9	1	5	-18.4	-17	-17.3
reviewer	8	3	2	3	1	2	-20.1	-17	-19.7
reviewers	9	3	2	4	1	2	-22.3	-16.7	-22
reviewing	9	3	5	9	1	5	-18.2	-17.9	-17.7
reviews	7	2	15	23	13	14	-17.3	-13.9	-17.1
revise	6	2	3	4	1	3	-18.9	-19.4	-18.9
revised	7	2	4	2	1	2	-19.3	-16.1	-18.4
revision	8	3	3	5	5	3	-19.2	-16.4	-19.5
revisions	9	3	3	6	5	3	-20.1	-15.8	-20.1
revival	7	3	2	5	4	2	-18.6	-15.8	-18.5
revoked	7	2	2	9	1	2	-18.8	-18.9	-18.4
revolution	10	4	3	2	8	3	-15.2	-12.6	-15.1
revolutionary	13	6	5	5	4	1	-16.9	-14.6	-16.6
reward	6	2	8	9	10	8	-14.7	-14.5	-14.5
rewarded	8	3	3	6	3	3	-17.3	-17.8	-17.1
rewarding	9	3	4	6	3	3	-17.9	-19.4	-18
rewards	7	2	8	10	10	8	-18.2	-17.1	-17.7
rewrite	7	2	3	2	4	3	-17.1	-18.2	-17.2
rewritten	9	3	2	1	4	2	-20	-18.7	-19.9
rex	3	1	1	3	3	1	-15.8	-16.7	-15.5
rey	3	1	0	0	0	0	-19.2	-16	-24.4
reynolds	8	2	1	2	0	0	-16.6	-17	-24.4
rfid	4	3	0	0	0	0	-24.1	-19.9	-24.4
rgb	3	3	0	0	0	0	-25.4	-17.4	-24.4
rhapsody	8	3	1	0	0	1	-19.9	-17.5	-19.6
rhetoric	8	3	4	8	2	3	-20	-17.1	-20
rhino	5	2	1	1	4	1	-17.3	-18.7	-17.6
rhode	5	1	0	0	0	0	-18.2	-16.1	-24.4
rhythm	6	2	5	10	5	6	-15.5	-13.9	-15.2
ribbon	6	2	4	7	17	4	-16.6	-16.6	-16.4
rica	4	2	0	0	0	0	-18.5	-16	-24.4
ricardo	7	3	1	2	0	0	-16.9	-16.5	-24.4
rice	4	1	5	6	4	4	-14.2	-13.8	-14.8
rich	4	1	13	12	0	1	-12.4	-12.7	-12.4
richard	7	2	0	0	0	0	-13.1	-12.3	-12.5
richards	8	2	1	3	0	0	-17.1	-17.3	-24.4
richardson	10	3	2	4	0	0	-18.7	-17	-16.9
richie	6	2	0	0	0	0	-15.7	-17.5	-24.4
richland	8	2	0	0	0	0	-22.9	-19.2	-24.4
richmond	8	2	1	2	0	0	-18.3	-15.3	-16.6
rick	4	1	4	9	1	4	-14.3	-15.6	-14
ricky	5	2	0	0	0	0	-13.6	-17.3	-24.4
rico	4	2	1	4	0	1	-16.1	-14.8	-24.4
ricoh	5	2	0	0	0	0	-26.4	-22.2	-24.4
rid	3	1	1	2	6	0	-12.8	-14.6	-12.8
ride	4	1	16	19	29	12	-12.2	-14.4	-11.6
rider	5	2	4	1	8	2	-16.6	-15.6	-15.7
riders	6	2	4	2	8	2	-17.8	-15.9	-17.1
rides	5	1	17	23	35	12	-16.1	-15.7	-15.9
ridge	5	1	11	3	12	10	-16.9	-14.7	-15.9
ridiculous	10	4	3	11	0	0	-12.8	-18	-12.9
riding	6	2	17	25	35	12	-14.2	-14.6	-13.7
rifle	5	2	3	9	5	3	-15.9	-15.4	-14.8
rig	3	1	11	20	37	10	-16.4	-17.7	-15.6
right	5	1	36	27	27	11	-7	-11	-6.7
righteous	9	2	2	0	0	0	-16.7	-17.7	-16.7
righteousness	13	3	1	0	7	1	-18.8	-19.4	-17.9
rightly	7	2	1	2	0	0	-18	-19.9	-18
rights	6	1	12	10	27	11	-14.3	-12.1	-13.8
rigid	5	2	5	6	0	0	-18.1	-16.6	-17.8
rigorous	8	3	2	3	0	0	-19.1	-18.9	-18.9
riley	5	2	1	2	0	0	-15.4	-17.2	-16.2
ring	4	1	15	25	41	14	-12.2	-12.4	-12.2
ringing	7	2	9	22	18	8	-13	-17.9	-14.6
rings	5	1	16	26	41	15	-12.8	-14.1	-13.8
ringtone	8	3	0	0	0	0	-18.3	-22.2	-22.4
ringtones	9	3	0	0	0	0	-21.7	-21.2	-23.4
rio	3	2	1	2	0	0	-16.3	-14.6	-15.9
rip	3	1	8	16	0	8	-14.5	-17.2	-14.4
ripped	6	1	4	4	0	4	-15.1	-17.7	-14.4
ripper	6	2	1	0	0	1	-17.9	-17.4	-17.4
rise	4	1	27	43	43	22	-14.3	-13.4	-13.9
risen	5	2	18	27	27	13	-17.8	-17.3	-18.1
rises	5	2	27	44	43	22	-16.7	-15.1	-16.7
rising	6	2	23	36	38	15	-15.8	-14.5	-15.6
risk	4	1	6	15	11	4	-13.6	-14.1	-13.1
risks	5	1	6	16	11	4	-16.4	-16.3	-16
risky	5	2	2	5	0	0	-16	-17.9	-15.7
rita	4	2	0	0	0	0	-14.8	-16.6	-14.3
ritual	6	3	5	1	6	3	-16.3	-15.3	-15.5
ritz	4	1	3	2	0	2	-17.6	-18.4	-17.3
rival	5	2	3	7	13	2	-16.9	-14.7	-16.8
rivals	6	2	3	8	13	2	-18.1	-15.8	-18.4
river	5	2	1	0	0	1	-13.4	-10.2	-12.9
rivera	6	3	1	2	0	0	-19	-17.2	-24.4
rivers	6	2	1	1	0	1	-16.7	-12.5	-16.3
riverside	9	3	2	2	0	1	-17.9	-17.3	-17.9
road	4	1	2	1	20	2	-12.2	-11.8	-11.9
roadmap	7	2	0	0	0	0	-22.1	-22.2	-24.4
roads	5	1	3	3	20	3	-15.8	-13.8	-15.5
roanoke	7	3	1	1	0	0	-20.4	-19	-21.4
roast	5	1	5	11	14	4	-15.4	-17.6	-15.4
roasted	7	2	3	9	5	2	-17.4	-17.2	-17.9
rob	3	1	2	8	3	2	-14.3	-15	-14.2
robbery	7	3	2	1	7	2	-14.7	-16.2	-14.2
robbins	7	2	1	2	0	0	-18.1	-17.7	-17.4
robert	6	2	1	3	0	0	-13.4	-12.3	-12.7
roberto	7	3	0	0	0	0	-16.6	-16	-24.4
roberts	7	2	5	9	0	0	-16.3	-15.7	-15.3
robertson	9	3	1	3	0	0	-18.2	-18	-24.4
robin	5	2	2	6	0	1	-13.5	-15	-14.1
robinson	8	3	7	14	0	0	-15.7	-13.5	-15.8
robot	5	2	1	2	1	1	-13.9	-15.4	-15.1
robotics	8	3	1	0	2	1	-19.2	-18.6	-19.5
robots	6	2	1	3	1	1	-15.6	-15.5	-16.5
robust	6	2	4	3	0	0	-18.9	-17	-19.2
rochester	9	3	2	1	0	0	-20.2	-16.6	-19.3
rock	4	1	9	13	48	8	-12.3	-10.8	-12.3
rocket	6	2	7	9	8	7	-14.7	-14.7	-15.1
rockets	7	2	7	10	8	7	-17.1	-15.8	-16.7
rockford	8	2	1	1	0	0	-20.6	-17.7	-24.4
rockies	7	2	1	2	0	0	-19.8	-17.8	-19
rocking	7	2	2	3	4	2	-16.5	-18.5	-16.6
rockport	8	2	0	0	0	0	-22.7	-20.6	-24.4
rocks	5	1	9	14	48	8	-14.5	-13.2	-14.2
rockville	9	2	0	0	0	0	-22.8	-19.6	-24.4
rockwell	8	2	1	2	0	0	-19.6	-19.2	-24.4
rocky	5	2	4	8	0	0	-14.9	-14.6	-14.7
rod	3	1	6	5	15	6	-15.4	-15.3	-15.3
rode	4	1	14	20	23	10	-16.2	-16.3	-15.3
rodeo	5	3	2	0	0	2	-16.7	-18.2	-16.2
rodgers	7	2	1	2	0	0	-19.3	-17.9	-24.4
rodney	6	2	0	0	0	0	-14.2	-17.7	-16
